"is","annee_contrat","num_contrat","titre_contrat","nom_usage","responsable_due","label_odd1","label_odd2","label_odd3","label_tei","label_global_gateway","objectif_general","objectifs_specifiques","resultats","main_media","youtube","website","facebook","instagram","twitter","linkedin","press","folder","fichiers","type_contrat","nature_contrat","mecanisme_financement","instrument_financement","date_fin","date_debut","organisme","membre_consortium_1","membre_consortium_2","membre_consortium_3","membre_consortium_4","membre_consortium_5","membre_consortium_6","membre_consortium_7","membre_consortium_8","budget_ue","budget_global","co_financement","cof_1_nom","cof_1_euros","cof_2_nom","cof_2_euros","cof_3_nom","cof_3_euros","cof_4_nom","cof_4_euros","cof_5_nom","cof_5_euros","autres_contributions","num_decision","dac_code","thematique","tei","secteur","region","commune","district","reference_opsys","public","relais_com_partenaire",
"FED",2020,419055,"Développement Intégré, Aménagement et Bois Energie","DIABE","LEONE ALESSANDRO","ODD n°2 - Faim « Zéro »","ODD n°7 - Énergie propre et d'un coût abordable",,,,"Améliorer durablement les revenus des ménages ruraux et leur sécurité alimentaire et nutritionnelle, en particulier celles des femmes et des enfants, dans un souci de  préservation de l'environnement naturel et péripherie d'Antananarivo","OS1: Intensifier et diversifier de façon durable et inclusive la production de bois énergie tout en préservant l'environnement naturel

OS2: Renforcer la commercialisation de charbon vert / techniques améliorées de carbonisation et de  foyers économes, respectueux des normes agroécologiques, qualité et hygiène standards

OS3: Sécuriser durablement les investissements dans le secteur bois énergie","R1: Le potentiel de production en bois énergie des bassins alimentant la capitale est amélioré et les reboisements sont durablement gérés via les plans de gestion de reboisement effectifs

R2 : Les techniques améliorées de carbonisation et les foyers améliorés  économes adaptés aux différents ménages et professionnels sont développés et diffusés largement 

R3: Les producteurs et productrices sont mieux structurés (coopératives, unions, fédérations, plsateformes des chaines de valeur ""bois énergie"" mises en place), leurs capacités sont renforcées (techniques améliorées de reboisement et de carbonisation, contrôle qualité, négociation, marketing, gestion), leurs produits labellisés (charbon vert et foyers économes) et leur intégration à des circuits courts de commercialisation est contractualisée",,"https://youtu.be/hBNuVo7SIE0","https://tetikasadiabe.mg/","https://www.facebook.com/ProjetDIABE/",,,,"http://madagascar.niooz.fr/projet-diabe-focus-sur-l-exploitation-durable-du-bois-energie-38404007.shtml","427424","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/Ev7At23yh5pFjgu99jSxecMBAYJLuRJe1Gmf5SsIJaqsPQ?e=7qG7eu","Madagascar","Subvention","Subvention pour action",,2025-03-19,2020-11-20,"Planète Urgence","AIM - Action Intercoopération Madagascar","PARTAGE","CIRAD - Centre de coopération internationale en recherche agronomique pour le développement",,,,,,3500000,3684211,,"Planète Urgence",184211,,,,,,,,,,41602,23183,"Environnement et ressources naturelles"," ","Développement sylvicole","Alaotra-Mangoro,Analamanga,","Ambato, Ambohipihaonana, Ampanotokana, Antsahafilo, Ambohimiadana, Andramasina, Anosibe Trimoloharano, Sabotsy Manjakavahoaka, Tankafatra, Ambongamarina, Anjozorobe, Betatao, Mangamila, Marovazaha, Ambohitromby, Ambolotarakely, Ankazobe, Fihaonana, Mahavelona, Marondry, Miantso, Tsaramasoandro, Ambalavao, Ambatofahavalo, Ankaraobato, Antanetikely, Bongatsara, Tsiafahy, Ambohitrabiby, Talata volonondry, Alarobia, Ambanitsena, Ambatolaona , Ambatomanga, Ambatomena, Ambohibao sud, Ambohibary, Ambohitrandriamanitra, Ambohitrolomahitsy, Ambohitrony, Ambohitseheno, Ampaneva, Anjepy, Anjoma Betho, Ankanzondandy, Antsahalalina, Manjakandriana,Mantasoa, Merikanjaka, Miadanandriana, Nandihizana, Ranovao, sadabe, Sambaina, Soavinandriana, Amboanana, Ambitrambo, Ampahimanga, Arivonimamo I, Arivonimamo II, Imeritsiatosika, Morarano, Amboasary, Ambohibary, Ambohidronono, Ampasimpotsy gara, Ampasimposty mandialaza, Andaingo, Andasibe, Anosibe Ifody, Belavabary, Mandialaza, Morarano gara, Sabotsy Anjiro.","Antananarivo Atsimondrano;Antananarivo Avaradrano;Ambohidratrimo;Ankazobe;Anjozorobe;Andramasina;Manjakandriana;Arivonimamo;Moramanga;","PCC-419055","Oui","M. Pierre Roelina ANDRIAMBOLOLONA / Directeur Général / pierre.raoelina@fmfp.mg",
"FED",2021,419090,"Appui à la Sécurisation Foncière et à la Gouvernance locale","ASFGL","LEONE ALESSANDRO","ODD n°1 - Pas de pauvreté","ODD n°2 - Faim « Zéro »",,,,"Contribuer à la réduction de la pauvreté et à l’insécurité alimentaire et nutritionnelle à Madagascar à travers une amélioration de la gouvernance locale et une sécurisation foncière accrue dans les régions Analamanga et Itasy","OS1: Rendre les guichets fonciers plus performants et plus pérennes

OS2: Renforcer les ressources financières des communes par une relance de la fiscalité locale

OS3: Faciliter la gestion du territoire communal par la mise en place et l’opérationnalisation d'outils de planification territoriale appropriés (Schémas d’Aménagement Communaux - SAC)","R1: La gestion foncière décentralisée est consolidée

R2 : les guichets fonciers sont techniquement renforcés

R3: Les communes sont plus effectives dans leur relance de fiscalité locale",,"https://www.youtube.com/watch?v=3FHFeA4Zw7Q",,"https://web.facebook.com/profile.php?id=100069875262743&_rdc=1&_rdr",,,,"https://midi-madagasikara.mg/projet-tafita-soutien-au-developpement-de-26-communes/","427538","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/Ei7vmB4uC_ZNpLa536uBsUMBG_-Sn0TovcmeDBmr1KCYTA?e=nfBew0","Madagascar","Subvention","Subvention pour action",,2025-03-26,2021-03-27,"GEOSYSTEMS & Développement",,,,,,,,,1999805,2105058,"GEOSYSTEMS","GEOSYSTEMS & Développement",105253,,,,,,,,,,41602,43040,"Développement rural"," ","Développement rural","Analamanga,Itasy,"," Ambohipihaonana, Ampanotokana, Antsahafilo, Ambohimiadana, Andramasina, Ambongamarina, Betatao, Ambohitromby, Fihaonana, Mahavelona, Miantso, Amboanana, Ambohitrambo, Ampahimanga, Arivonimamo I, Arivonimamo II, Imeritsiatosika, Morarano.","Ambohidratrimo;Ankazobe;Anjozorobe;Andramasina;Arivonimamo;","PCC-419090","Oui","Mme Josielle RAFIDY / Directeur Général / dg.edbm@edbm.mg",
"FED",2022,422759,"Devis-Programme AFAFI Centre","DP AFAFI-Centre","LEONE ALESSANDRO","ODD n°2 - Faim « Zéro »",,,,,"contribuer à la réalisation de l’objectif global du Programme AFAFI Centre qui est d’améliorer durablement les revenus des ménages ruraux et de leur sécurité alimentaire et nutritionnelle, en particulier celle des femmes et des enfants, dans un souci de préservation de l’environnement naturel dans la zone périurbaine d’Antananarivo.","soutenir la maîtrise d’œuvre et la maîtrise d’ouvrage du Programme AFAFI Centre en donnant à l’UCS et aux ministères de tutelle les moyens techniques et financiers de remplir pleinement et efficacement leur rôle dans les régions cibles pour ce qui est de la coordination et du suivi des activités prévues, en conformité avec les termes de la Convention de financement entre la Commission européenne et le Gouvernement de la République de Madagascar. ","R1: Les différentes actions menées sur le terrain sont efficacement pilotées et coordonnées et les synergies pertinentes, entre ces actions et/ou avec les autres programmes financés par l'Union européenne et les autres partenaires techniques et financiers dans le secteur du développement rural, sont identifiées et développées.

R2 : soutenir la maîtrise d’œuvre et la maîtrise d’ouvrage du Programme AFAFI Centre en donnant à l’UCS et aux ministères de tutelle les moyens techniques et financiers de remplir pleinement et efficacement leur rôle dans les régions cibles pour ce qui est de la coordination et du suivi des activités prévues, en conformité avec les termes de la Convention de financement entre la Commission européenne et le Gouvernement de la République de Madagascar. 

R3:Les résultats et l’impact des actions du Programme sont valorisés et diffusés à travers la définition et la mise en œuvre d’un plan de communication et de visibilité.",,"non","non","oui (BACE)","non","non","non"," ","430054","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/Ere1c55ag2RBtIe1zQhPT7EBUvH6K47P3wLPUhYqFwgFTA?e=SNPxCH","Madagascar","Mise en oeuvre","Pro forma registration (Program Estimates, Budget Support)",,2025-07-06,2022-08-02,"République de Madagascar",,,,,,,,,357488,357488," ",,,,,,,,,,,,41602,31120,"Développement rural"," ","Développement agricole","Analamanga,Itasy,Alaotra-Mangoro","139 communes",," PCC-422759","Non","M. François-Marc TURPIN / Chef de mission / fm.turpin@blueline.mg
M. Hatem KALLEL / Responsable Mobilité Internationale / Hatem.KALLEL@egis-group.com
",
"FED",2021,420134,"Renforcement et organisation de la filière inclusive ""Lait""","PROFI-LAIT","LEONE ALESSANDRO","ODD n°2 - Faim « Zéro »","ODD n°1 - Pas de pauvreté",,,,"Contribuer à l'amélioration durable des revenus des ménages ruraux et leur sécurité alimentaire et nutritionnelle, en particulier celles des femmes et des enfants, dans un souci de préservation de l'environnement naturel dans la zone périurbaine d'Antananarivo","Améliorer de façon durable et inclusive l'efficacité de la filière lait dans les régions Analamanga et Itasy","R1: La production et la qualité du lait et des produits laitiers dérivés respectueux des normes de qualité et d'hygiène standards sont accrues

R2 : La structuration des acteurs de la filière et leur capacité de commercialisation sont renforcées

R3: La consommation de produits laitiers de qualité est sécurisée pour les enfants et leur famille",,"https://youtu.be/WWEDegoeQCU",,"https://www.facebook.com/malagasydairyboard.mdb.73",,,,"https://midi-madagasikara.mg/2022/06/02/filiere-lait-le-volume-des-importations-de-produits-laitiers-a-double-en-cinq-ans/","431413","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/ElyRRGfjFGROgeWD7f4wBTYB1bnyUwrr3dPKAAVWZbolIA?e=5qwzZB","Madagascar","Subvention","Subvention pour action",,2025-06-15,2021-06-16,"Malagasy Dairy Board - MDG-GIE",,,,,,,,,1400000,1474157,"MALAGASY DAIRY BOARD","Malagasy Dairy Board - MDG-GIE",74157,,,,,,,,,,41602,31195,"Développement rural"," ","Développement agricole","Analamanga,Itasy,"," Ambatolampy, Ambohidratrimo, Ampanotokana, Anosiala, Antanetibe, Mahitsy, Mananjara, Ambohitromby, Annkazobe, Fihaonana, Mahavelona, Ambalavao, Ampahitrosy, Ampanefy, Antanetikely, Bongatsara, Fenoarivo, Soalandy, Soavina, Ambohimanambola, Anjeva gara, Ankadinandriana, Masindray, Sabotsy namehana, Talata volonondry, Ambatomanga, Ambatomena, Ambohibary, Ambohitrony, Anjepy, Manjakandriana, Sambaina, Ambatomirahavavy, Antambolo, Arivonimamo II, Imeritsiatosika, Morarano, Analavory, Ampary, Ampefy, Soavinandriana.","Antananarivo Atsimondrano;Antananarivo Avaradrano;Ambohidratrimo;Ankazobe;Manjakandriana;Arivonimamo;Soavinandriana;","PCC-420134","Oui",,
"FED",2021,423088,"Projet de réformes liées au climat d'investissement ","PRECI","LESALES MURIELLE","ODD n°8 - Travail décent et croissance économique",,,,"Secteur numérique","Contribuer à l'amélioration de l'environnement des affaires et du climat d'investissement à Madagascar","OS1: Digitalisation progressive des procédures administratives liées à la vie des entreprises

OS2: Renforcement des capacités institutionnelles d'EDBM","R1: Disponibilité en ligne des services offerts au niveau du guichet unique du Economic Development Board of Madagascar (EDBM)

R2 : Disponibilité en ligne de la procédure relative à la délivrance de permis de construire au niveau du guichet unique de la CUA (Communauté urbaine d'Antananarivo)

R3: Renforcement de la coordination des réformes liées à l'amélioration de l'environnement des affaires, à la communication et à la promotion des investissements",,,"https://edbm.mg/appui-de-lunion-europeenne-au-projet-de-reformes-liees-au-climat-des-investissements-preci/","https://www.facebook.com/Edbm.mg/posts/3896222693780047/",,,,"https://lexpress.mg/11/05/2022/entrepreneuriat-la-digitalisation-ameliore-lenvironnement-des-affaires/","418430","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/Eh0gh4i7dW5PkJMbO0om78sBFVorPvgKKZKt7kxz8EOqSA?e=fnB6G1","Madagascar","Subvention","Subvention pour action",,2024-05-03,2021-05-04,"Economic Development Board of Madagascar",,,,,,,,,1000000,1000000,,,,,,,,,,,,,42223,25010,"Appui au secteur privé et au commerce",,"Politique commerciale et administration","Analamanga,Atsimo-Andrefana,Atsinanana,Boeny,Diana,Vakinankaratra,","Antananarivo","Antananarivo I;Antananarivo II;Antananarivo III;Antananarivo IV;Antananarivo V;Antananarivo VI;Antananarivo Atsimondrano;Antananarivo Avaradrano;Ambohidratrimo;Antsirabe I;Antsirabe II;Toamasina I;Toamasina II;Antsiranana I;Antsiranana II;Fianarantsoa I;Mahajanga I;Mahajanga II;Toliary I;Toliary II;Préfecture de Nosy Be / Chef lieu : Hell-Ville;","PCC-423088","Oui","Bautista Cosa, Olga Olga.BautistaCosa@bseurope.com",
"FED",2021,428897,"Appui à la création d'emploi et au climat d'investissement","CLIM-INVEST","LESALES MURIELLE","ODD n°8 - Travail décent et croissance économique",,,,,"Renforcer l'attractivité économique du territoire à travers l'amélioration du climat d'investissement et de l'environnement des affaires","OS1: Fournir une assistance technique les différentes institutions et agences nationales, publiques et privées, impliquées dans le pilotage de l'environnement des affaires 

OS2: Identifier, promouvoir et valoriser, au niveau national, régional et international, des modèles de réussite d'entreprenariat responsable et inclusif à fort impact en matière de création d'emplois à Madagascar","R1: Le mécanisme de dialogue public-privé est consolidé, pérennisé, régionalisé, dynamique et opérationnel

R2 : Les capacités de pilotage de la compétitivité du pays en matière de climat d'investissement et d'environnement des affaires sont renforcées

R3: Des entreprises du secteur formel sont valorisées pour leur contribution à la croissance inclusive au niveau national et des entreprises du secteur informel sont encouragées et accompagnées vers la formalisation de leur activité.",,,,"https://www.facebook.com/2424.mg/posts/1264849704062380/",,,"https://rs.linkedin.com/posts/tommaso-vallin-44228191_tre-2022-dpp-madagascar-activity-7001565454171316224-KLT6","https://lexpress.mg/25/11/2022/table-ronde-economique-dialogue-public-prive-sans-langue-de-bois/","433655","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/Ese94Xmsh0dLth1xcmNi0uYBx5_WXaaSpYW2ELzOnQ-uCA?e=6XOZqi","Madagascar","Mise en œuvre","Services",,2026-03-25,2022-01-26,"DAI",,,,,,,,,3179800,3179800,,,,,,,,,,,,,42223,25010,"Appui au secteur privé et au commerce",,"Croissance et emplois durables","Analamanga,Anôsy,Atsinanana,Betsiboka,Boeny,",,"Antananarivo I;Antananarivo II;Antananarivo III;Antananarivo IV;Antananarivo V;Antananarivo VI;Antananarivo Atsimondrano;Antananarivo Avaradrano;Ambohidratrimo;Toamasina I;Toamasina II;Antsiranana I;Antsiranana II;Mahajanga I;Mahajanga II;Ambato Boeny;Marovoay;Soalala;Mitsinjo;Maevatanàna;Antsohihy;Taolagnaro;","PCC-428897","Oui",,
"FED",2020,394540,"Financement d'appuis normalisés pour le développement et le renforcement des organisations de producteurs afin de faciliter l’accès aux services agricoles et oeuvrer à la modernisation de l’agriculture","FANDROSO","MACHIELS OLIVIER","ODD n°2 - Faim « Zéro »","ODD n°1 - Pas de pauvreté","ODD n°12 - Consommation et production responsables",,,"Sur tout le territoire national, dans les secteurs Agriculture, Elevage et Pêche, les producteurs augmentent leur productivité, leur production et leurs revenus de manière durable.","Dans toutes les régions du pays et dans chaque subdivision du territoire national, dans les secteurs Agriculture, Elevage et Pêche, aussi bien pour les hommes que pour les femmes ainsi que pour les jeunes, le Fonds Agricole de Développement finance des projets de qualité, portés par les producteurs et répondant à leurs besoins. ","Le dispositif Fonds de Développement agricole est opérationnel dans chacune des régions du pays.

La performance du FDA est améliorée dans un contexte d’augmentation des volumes financiers à gérer.",,"https://youtu.be/hODki4Bdo_8","https://www.fda.mg/",,,,,,"398853","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EopR4-APrrtGhTItF2g87fIBA5rafoVfhqzQZNU0-kB9nA?e=c5kFyF","Madagascar","Subvention","Subvention pour action",,2023-07-09,2020-07-10,"Fonds de Développement Agricole",,,,,,,,,19500000,20526315,,"République de Madagascar",1026315,,,,,,,,,,38662,31120,"Développement rural",,"Développement agricole","Alaotra-Mangoro,Amoron'i Mania,Analamanga,Analanjirofo,Androy,Anôsy,Atsimo-Andrefana,Atsimo-Atsinanana,Betsiboka,Atsinanana,Boeny,Bongolava,Diana,Haute Matsiatra,Ihorombe,Itasy,Melaky,Menabe,Sava,Sofia,Vakinankaratra,Vatovavy Fitovinany,Ambatosoa,",,"Antananarivo I;Antananarivo II;Antananarivo III;Antananarivo IV;Antananarivo V;Antananarivo VI;Antananarivo Atsimondrano;Antananarivo Avaradrano;Ambohidratrimo;Ankazobe;Anjozorobe;Andramasina;Manjakandriana;Tsiroanomandidy;Fenoarivo Be;Miarinarivo;Arivonimamo;Soavinandriana;Antsirabe I;Antsirabe II;Ambatolampy;Antanifotsy;Betafo;Faratsiho;Mandoto;Toamasina I;Toamasina II;Antanambao Manampotsy;Brickaville;Mahanoro;Marolambo;Vatomandry;Ambatondrazaka;Amparafaravola;Moramanga;Andilamena;Anosibe an’Ala;Fénérive Est;Mananara nord;Maroantsetra;Vavatenina;Soanierana Ivongo;Antsiranana I;Antsiranana II;Ambanja;Ambilobe;Sambava;Antalaha;Vohemar;Andapa;Fianarantsoa I;Vohibato;Lalangina;Isandra;Ambalavao;Ambohimahasoa;Ikalamavony;Ambositra;Fandriana;Ambatofinandrahana;Manandriana;Manakara;Mananjary;Ifanadiana;Ikongo;Nosy Varika;Vohipeno;Farafangana;Vangaindrano;Vondrozo;Befotaka;Midongy atsimo;Ihosy;Iakora;Ivohibe;Mahajanga I;Mahajanga II;Ambato Boeny;Marovoay;Soalala;Mitsinjo;Maevatanàna;Kandreho;Tsaratanàna;Antsohihy;Analalava;Bealanana;Befandriana nord;Mampikony;Mandritsara;Port Bergé;Maintirano;Morafenobe;Ambatomainty;Antsalova;Besalampy;Toliary I;Toliary II;Ampanihy;Benenitra;Beroroha;Betioky;Ankazoabo;Morombe;Sakaraha;Ambovombe Androy;Beloha;Bekily;Tsihombe;Taolagnaro;Amboasary;Betroka;Morondava;Belo surTsiribihina;Manja;Mahabo;Miandrivazo;","PCC-394540","Oui","Mme Yolande LEONDARIS, Cheffe de Mission - yolande.leondaris@ucsafaficentre.eu ",
"FED",2019,394536,"Devis Programme pluriannuel du Programme RINDRA","DP RINDRA","MACHIELS OLIVIER","ODD n°2 - Faim « Zéro »","ODD n°1 - Pas de pauvreté",,,,,,,,,,,,,,,"400913","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/Er7uejHtXBFPoD6uGTST-HoBmp_2J5f1lcmT5FkIlWQRmw?e=dodvmt","Madagascar","Mise en œuvre","Pro forma registration (Program Estimates, Budget Support)",,2025-07-13,2019-12-16,"République de Madagascar",,,,,,,,,6269321.76,6269321.76,,"République de Madagascar",,,,,,,,,,,38662,31110,"Développement rural",,"Politique agricole et gestion administrative","Alaotra-Mangoro,Amoron'i Mania,Analamanga,Analanjirofo,Androy,Anôsy,Atsimo-Andrefana,Atsimo-Atsinanana,Betsiboka,Atsinanana,Boeny,Bongolava,Diana,Haute Matsiatra,Ihorombe,Itasy,Melaky,Menabe,Sava,Sofia,Vakinankaratra,Vatovavy Fitovinany,Ambatosoa,",,"Antananarivo I;Antananarivo II;Antananarivo III;Antananarivo IV;Antananarivo V;Antananarivo VI;Antananarivo Atsimondrano;Antananarivo Avaradrano;Ambohidratrimo;Ankazobe;Anjozorobe;Andramasina;Manjakandriana;Tsiroanomandidy;Fenoarivo Be;Miarinarivo;Arivonimamo;Soavinandriana;Antsirabe I;Antsirabe II;Ambatolampy;Antanifotsy;Betafo;Faratsiho;Mandoto;Toamasina I;Toamasina II;Antanambao Manampotsy;Brickaville;Mahanoro;Marolambo;Vatomandry;Ambatondrazaka;Amparafaravola;Moramanga;Andilamena;Anosibe an’Ala;Fénérive Est;Mananara nord;Maroantsetra;Vavatenina;Soanierana Ivongo;Antsiranana I;Antsiranana II;Ambanja;Ambilobe;Sambava;Antalaha;Vohemar;Andapa;Fianarantsoa I;Vohibato;Lalangina;Isandra;Ambalavao;Ambohimahasoa;Ikalamavony;Ambositra;Fandriana;Ambatofinandrahana;Manandriana;Manakara;Mananjary;Ifanadiana;Ikongo;Nosy Varika;Vohipeno;Farafangana;Vangaindrano;Vondrozo;Befotaka;Midongy atsimo;Ihosy;Iakora;Ivohibe;Mahajanga I;Mahajanga II;Ambato Boeny;Marovoay;Soalala;Mitsinjo;Maevatanàna;Kandreho;Tsaratanàna;Antsohihy;Analalava;Bealanana;Befandriana nord;Mampikony;Mandritsara;Port Bergé;Maintirano;Morafenobe;Ambatomainty;Antsalova;Besalampy;Toliary I;Toliary II;Ampanihy;Benenitra;Beroroha;Betioky;Ankazoabo;Morombe;Sakaraha;Ambovombe Androy;Beloha;Bekily;Tsihombe;Taolagnaro;Amboasary;Betroka;Morondava;Belo surTsiribihina;Manja;Mahabo;Miandrivazo;","PCC-394536","Non","Mme Anne PANEL, Directrice - a.panel@fert.fr",
"FED",2018,394527,"Assistance Technique au Programme RINDRA","AT RINDRA","MACHIELS OLIVIER","ODD n°2 - Faim « Zéro »","ODD n°1 - Pas de pauvreté",,,,"Renforcement institutionnel et formation de diverses directions techniques du Ministère de l'Agriculture, de l'Elevage et de la Pêche (formation agricole, santé animale, protection phytosanitaire), du Secrétariat Général du Ministère des Forêts et de l'Environnement et du Fond de Développement Agricole.",,,,,,,,,,,"410678","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/Ei9dAgLPo6hBtwUCuYObt74Bt_ezIXfOPWLD327CSZrXQw?e=uyqK5e","Madagascar","Mise en œuvre","Services",,2023-11-14,2019-01-14,"SOFRECO - Société Française de Réalisation d'Etudes et de Conseils SA",,,,,,,,,4883380,4883380,,,,,,,,,,,,,38662,43040,"Développement rural",,"Développement rural","Alaotra-Mangoro,Amoron'i Mania,Analamanga,Analanjirofo,Androy,Anôsy,Atsimo-Andrefana,Atsimo-Atsinanana,Betsiboka,Atsinanana,Boeny,Bongolava,Diana,Haute Matsiatra,Ihorombe,Itasy,Melaky,Menabe,Sava,Sofia,Vakinankaratra,Vatovavy Fitovinany,Ambatosoa,",,"Antananarivo I;Antananarivo II;Antananarivo III;Antananarivo IV;Antananarivo V;Antananarivo VI;Antananarivo Atsimondrano;Antananarivo Avaradrano;Ambohidratrimo;Ankazobe;Anjozorobe;Andramasina;Manjakandriana;Tsiroanomandidy;Fenoarivo Be;Miarinarivo;Arivonimamo;Soavinandriana;Antsirabe I;Antsirabe II;Ambatolampy;Antanifotsy;Betafo;Faratsiho;Mandoto;Toamasina I;Toamasina II;Antanambao Manampotsy;Brickaville;Mahanoro;Marolambo;Vatomandry;Ambatondrazaka;Amparafaravola;Moramanga;Andilamena;Anosibe an’Ala;Fénérive Est;Mananara nord;Maroantsetra;Vavatenina;Soanierana Ivongo;Antsiranana I;Antsiranana II;Ambanja;Ambilobe;Sambava;Antalaha;Vohemar;Andapa;Fianarantsoa I;Vohibato;Lalangina;Isandra;Ambalavao;Ambohimahasoa;Ikalamavony;Ambositra;Fandriana;Ambatofinandrahana;Manandriana;Manakara;Mananjary;Ifanadiana;Ikongo;Nosy Varika;Vohipeno;Farafangana;Vangaindrano;Vondrozo;Befotaka;Midongy atsimo;Ihosy;Iakora;Ivohibe;Mahajanga I;Mahajanga II;Ambato Boeny;Marovoay;Soalala;Mitsinjo;Maevatanàna;Kandreho;Tsaratanàna;Antsohihy;Analalava;Bealanana;Befandriana nord;Mampikony;Mandritsara;Port Bergé;Maintirano;Morafenobe;Ambatomainty;Antsalova;Besalampy;Toliary I;Toliary II;Ampanihy;Benenitra;Beroroha;Betioky;Ankazoabo;Morombe;Sakaraha;Ambovombe Androy;Beloha;Bekily;Tsihombe;Taolagnaro;Amboasary;Betroka;Morondava;Belo surTsiribihina;Manja;Mahabo;Miandrivazo;","PCC-394527","Non","M. Pierre SARRAT / Ingénieur transport / p.sarrat@eib.org
Mme Christelle SAVALL / Chargée de suivi de projets - Secteur public Afrique sub-saharienne, Caraïbes et Pacifique - Département suivi et gestion du portefeuille / c.savall@eib.org
",
"FOOD",2021,422432,"Malagasy Agricultural Knowledge and Innovation Systems","MAKIS","MACHIELS OLIVIER","ODD n°2 - Faim « Zéro »","ODD n°12 - Consommation et production responsables",,,,"Les capacités des acteurs du développement agricole à accompagner l’innovation en milieu rural sont améliorées.","1. Les décideurs aux niveaux régional et national sont
sensibilisés à l’accompagnement de l’innovation agricole.

2. Les performances de 4 dispositifs dans les 3 zones d’intervention AFAFI sont améliorées.

3. Une culture de l’accompagnement de l’innovation est diffusée auprès des organisations partenaires et en
dehors des partenaires du projet.","1. La diversité des contextes d’innovation de l’agriculture familiale malgache est décrite, notamment les leviers et les freins à l’innovation.

2. Le fonctionnement et les performances des différents dispositifs d’accompagnement de l’innovation
(AKIS) à Madagascar sont analysés.

3. Des innovations techniques pertinentes sont évaluées de manière participative et adaptées au niveau de dispositifs améliorés d’accompagnement de l’innovation.

4. Les dispositifs d’accompagnement de l’innovation mis en oeuvre par les ONGs et organisations de producteurs partenaires sont améliorés.

5. Des recommandations concrètes d’évolution du dispositif institutionnel d’accompagnement de l’innovation à Madagascar, s’appuyant sur un guide opérationnel mis en discussion et validé, sont formulées.",,,,,,,,,"434561","../../../../../:f:/g/personal/y_karroum_arkoconsulting_org/EvUDgqSn6k9Is9VEHYAxkIUBwO93MuQQdatOyKPWwqBFmw?e=sUyAvI","Madagascar","Subvention","Subvention pour action",,2027-01-31,2022-02-01,"CIRAD - Centre de coopération internationale en recherche agronomique pour le développement",,,,,,,,,2000000,2000000,,,,,,,,,,,,,41838,31182,"Développement rural",,"Recherche agronomique","Analamanga, Itasy, Vakinankaratra,
Alaotra Mangoro, Amoron’i Mania, Analanjirofo, Androy,
Vatovavy Fitovinany, DIANA",,,"PCC-422432","Oui",,
